key,القيمة
waiting_approval_label,بانتظار الموافقة
count,عدد
demo_dummy_refresh_hour,يرجى العلم أن الخلفية هي وضع تجريبي ، لذا سيتم تحديث كل هذه البيانات الوهمية كل ساعة.
sys_err_occur,حدث خطأ في النظام. من فضلك تواصل مع مسؤول نظامك.
registered_user,مستخدم مسجل
generate_thumbnail_label,سيتم إنشاء الصور المصغرة لكل عنصر. يرجى ملاحظة أن هذه العملية ستستغرق بعض الوقت بناءً على بياناتك.
max_img_upload_of_item,الحد الأقصى لتحميل الصور للعنصر
err_max_img_blank_save,يرجى تقديم الحد الأقصى لتحميل الصور للعنصر.
err_max_img_zero_save,لا يمكن أن يكون الحد الأقصى لتحميل الصور للعنصر صفرًا.
err_max_img_upload,صورة العنصر بحد أقصى.
price_format,تنسيق الأسعار
price_format_desc,"تحتاج إلى التغيير وفقا للتنسيق الذي تحتاجه (على سبيل المثال "",##0.00"" => 2,555.00, ""##0.00"" => 2555.00 ,"".00"" => 2555.00, "",##0"" => 2,555, "",##0.0"" => 2,555.0)"
date_format,صيغة التاريخ
google_playstore_url,Google Play Store URL
apple_appstore_url,URL Apple App Store
ios_appstore_id,IOS App Store ID
default_order_time,وقت الطلب الافتراضي (بالدقائق)
fb_key,مفتاح الفيسبوك
is_show_token_id,"معرف الرمز المميز على؟ (إذا كان هذا الإعداد ""تشغيل""، فيمكن للمستخدم عرض معرف الرمز المميز في إعداد الإشعار.)"
is_show_subcategory,"الفئة الفرعية على؟ (إذا كان هذا الإعداد هو ""تشغيل""، يمكن أن تكون الفئة الفرعية قادرة على استخدامها في التطبيق.)"
is_use_thumbnail_as_placeholder,استخدام الصورة المصغرة كإعداد العنصر النائب قيد التشغيل؟ (إذا كان هذا الإعداد تشغيلا، تحميل الصورة المصغرة أولا، ثم سيقوم لاحقا بتحميل الصورة الكاملة. أو إذا كان هذا الإعداد هو إيقاف ، تحميل الصورة الكاملة مباشرة وبالنسبة لصورة العنصر النائب ، سيستخدم صورة العنصر النائب الافتراضية.)
admob_section,admob التكوين
is_show_admob,"إعداد AdMob قيد التشغيل؟ (إذا كان هذا الإعداد ""تشغيلا""، فسيعرض التطبيق الإعلانات.)"
lang_section,تكوين اللغة
default_language,اللغة الافتراضية
exclude_language,اللغات المتوفرة
exclude_lang_desc,"(إذا كانت اللغة ""تشغيل"" ، فيمكن للمستخدم استخدام هذه اللغة في التطبيق.)"
default_currency_section,تكوين العملة الافتراضي
default_razor_currency,العملة الحلاقة الافتراضية
is_razor_support_multi_currency,"دعم الحلاقة متعددة العملات على؟ (إذا كان هذا الإعداد ""تشغيل""، فيمكنك قبول الدفع البسيط بعملات متعددة في التطبيق.)"
default_flutter_wave_currency,العملة flutterwave الافتراضية
login_section,تكوين تسجيل الدخول
show_facebook_login,"الفيسبوك تسجيل الدخول على؟ (إذا كان هذا الإعداد ""تشغيل""، فيمكن تسجيل دخول المستخدمين باستخدام فيسبوك.)"
show_google_login,"جوجل تسجيل الدخول على؟ (إذا كان هذا الإعداد ""تشغيل""، فيمكن تسجيل دخول المستخدمين باستخدام Google.)"
show_phone_login,"تسجيل الدخول عبر الهاتف؟ (إذا كان هذا الإعداد ""تشغيل""، فيمكن تسجيل دخول المستخدمين باستخدام رقم هاتف.)"
show_main_menu,"القائمة الرئيسية على؟ (إذا كان هذا الإعداد هو ""تشغيل""، يمكن للمستخدم عرض علامة التبويب ""القائمة الرئيسية"" في كل متجر.)"
show_special_collections,"مجموعات خاصة على؟ (إذا كان هذا الإعداد ""تشغيل""، يمكن للمستخدم عرض علامة التبويب ""العروض الخاصة"" في كل متجر.)"
show_featured_items,"العناصر المميزة على؟ (إذا كان هذا الإعداد ""تشغيل""، يمكن للمستخدم عرض ""العناصر المميزة"" في كل متجر.)"
show_best_choice_slider,"أفضل خيار المنزلق على؟ (إذا كان هذا الإعداد ""تشغيل"" عندما يفتح المستخدم التطبيق، فيمكن للمستخدم عرض أفضل مجموعات الخيارات باستخدام طريقة عرض شريط التمرير.)"
default_loading_limit,حد التحميل الافتراضي
category_loading_limit,فئة تحميل الحد.
recent_item_loading_limit,الحد الأخير تحميل الحد
popular_item_loading_limit,الحد الشعبي تحميل الحد
discount_item_loading_limit,خصم عنصر تحميل الحد
feature_item_loading_limit,ميزة الحد من البند
block_slider_loading_limit,كتلة تحميل منزلق
follower_item_loading_limit,تابع البند تحميل الحد
default_limit_section,تكوين الحد الافتراضي
block_item_loading_limit,حظر تحميل العنصر
date_format_desc,DD لهذا اليوم، مم لمدة شهر، YYYY لهذا العام، سموه لمدة ساعة، مم لمدة دقيقة، SS للمرة الثانية (على سبيل المثال DD-MM-YYYY HH: MM: SS)
app_config_info_lable,معلومات إعداد المحمول
loc_section,تكوين الموقع
success_mobile_edit,تم تحديث التكوين المحمول بنجاح.
success_mobile_add,تمت إضافة تكوين المحمول بنجاح.
err_default_lang,يرجى تقديم اللغة الافتراضية.
err_default_loading_limit_zero,لا يمكن أن يكون الحد الأقصى للتحميل صفرا.
err_default_loading_limit,يرجى تقديم حد التحميل الافتراضي.
err_category_loading_limit,يرجى تقديم حد تحميل الفئة
err_category_loading_limit_zero,الحد الأقصى لتحميل الفئة لا يمكن أن يكون صفر.
err_collection_product_loading_limit,يرجى تقديم حد جمع المنتج جمع المنتج.
err_collection_product_loading_limit_zero,لا يمكن أن يكون الحد الأدنى لتحميل المنتج صفرا.
err_discount_product_loading_limit,يرجى تقديم حد خصم لتحميل المنتج.
err_discount_product_loading_limit_zero,لا يمكن أن يكون الحد الأدنى لتحميل المنتج الخصم صفرا.
err_feature_product_loading_limit,يرجى تقديم حد تحميل المنتج المميز.
err_feature_product_loading_limit_zero,الحد الأدنى لتحميل المنتج المميز لا يمكن أن يكون صفر.
err_latest_product_loading_limit,يرجى تقديم أحدث حد التحميل المنتج.
err_latest_product_loading_limit_zero,لا يمكن أن يكون أحدث حد تحميل المنتج صفرا.
err_shop_loading_limit,يرجى تقديم حد تحميل المتجر.
err_shop_loading_limit_zero,الحد الأقصى لتحميل متجر لا يمكن أن يكون صفر.
err_trending_product_loading_limit,يرجى تقديم الحد التجاري لتحميل المنتج.
err_trending_product_loading_limit_zero,لا يمكن أن يكون الحد التجاري لتحميل المنتج هو صفر.
err_default_order_time,يرجى تقديم وقت الطلب الافتراضي.
err_default_order_time_zero,وقت الطلب الافتراضي (بالدقائق) لا يمكن أن يكون صفر.
err_google_playstore_url,يرجى تقديم عنوان URL ل Google Play Store.
err_apple_appstore_url,يرجى تقديم عنوان URL ل Apple App Store.
err_ios_appstore_id,يرجى تقديم معرف متجر تطبيقات iOS.
err_price_format,يرجى تقديم تنسيق السعر.
err_date_format,يرجى تقديم تنسيق التاريخ.
err_fb_key,يرجى تقديم مفتاح الفيسبوك.
default_lang_select,حدد اللغة الافتراضية
mobile_configs,التكوين المحمول
frontend_configs,Frontend Config.
faq_pages_label,صفحات أسئلة وأجوبة
terms_and_conditions_label,الأحكام والشروط
is_use_googlemap,استخدام خريطة جوجل على؟
item_detail_view_count_for_ads,عنصر تفاصيل عرض العد للإعلانات
is_show_ads_in_item_detail,هل تظهر الإعلانات في تفاصيل البند؟
after_item_count_admob_once,بعد عدد البند admob مرة واحدة
is_show_admob_inside_list,هل تظهر قائمة ADMOB الداخلية؟
blue_mark_size,حجم BlueMark
mile,نطاق الأميال لأقرب العناصر
video_duration,مدة الفيديو (مللي ثانية)
image_section,قسم الصورة
profile_image_size,حجم الصورة حجم الصورة
upload_image_size,تحميل حجم الصورة
chat_image_size,حجم الصورة الدردشة
promote_section,تعزيز القسم
promote_first_choice_day,تعزيز يوم الاختيار الأول أو اليوم الافتراضي
promote_second_choice_day,تعزيز يوم الاختيار الثاني
promote_third_choice_day,تعزيز يوم الاختيار الثالث
promote_fourth_choice_day,تعزيز يوم الاختيار الرابع
no_filter_with_location_on_map,لا يوجد مرشح مع الموقع على الخريطة؟
is_show_owner_info,هل تظهر معلومات المالك؟
frontend_config_label,معلومات التكوين الأمامي
map_key,مفتاح الخريطة
enable_notification,هو تمكين الإخطار؟
fcm_server_key,مفتاح خادم FCM.
firebase_web_push_key_pair,Firebase ويب دفع زوج مفتاح
ad_client,عميل الإعلان
ad_slot,فتحة الإعلان
copy_right,حقوق النشر
google_play_url,Google Play URL.
app_store_url,متجر URL
google_setting,إعداد جوجل
app_store_setting,إعداد متجر التطبيقات
banner_src,راية SRC.
google_map,خرائط جوجل
open_street_map,افتح خريطة الشارع
image_limit,حد الصورة
success_frontend_edit,تم تحديث التكوين الأمامي بنجاح.
success_frontend_add,تمت إضافة التكوين الأمامي بنجاح.
show_user_profile,إظهار ملف تعريف المستخدم؟
is_enable_video_setting,تمكين إعداد الفيديو؟
err_map,يرجى تقديم مفتاح الخريطة
err_price_format,يرجى تقديم تنسيق الأسعار
err_fcm_server_key,يرجى تقديم مفتاح خادم FCM
err_firebase_web_push_key_pair,يرجى تقديم Firebase Web Push Pair
err_ad_client,يرجى تقديم عميل الإعلان
err_copy_right,يرجى تقديم نسخة واحدة
err_google_play_url,يرجى تقديم عنوان URL Google Play
err_ad_slot,يرجى تقديم فتحة الإعلان
err_app_store_url,يرجى تقديم عنوان URL متجر التطبيقات
err_banner_src,يرجى تقديم راية SRC
err_block_item_loading_limit_zero,كتلة تحميل البند لا يمكن أن يكون صفر
err_block_item_loading_limit,يرجى تقديم كتلة كتلة البند
err_follower_item_loading_limit_zero,الحد الأقصى لتحميل البند لا يمكن أن يكون الصفر
err_follower_item_loading_limit,يرجى تقديم الحد من البند التابع
err_block_slider_loading_limit_zero,الحد الأقصى لارتفاع شريط التمرير لا يمكن أن يكون صفر
err_feature_item_loading_limit_zero,ميزة حدة تحميل البند لا يمكن أن يكون صفر
err_feature_item_loading_limit,يرجى تقديم عنصر تحميل عنصر ميزة
err_discount_item_loading_limit_zero,الحد الأدنى لتحميل عنصر الخصم لا يمكن أن يكون صفر
err_discount_item_loading_limit,يرجى تقديم الحد خصم عنصر التحميل
err_popular_item_loading_limit_zero,الحد الشعبي تحميل الحد لا يمكن أن يكون صفر
err_popular_item_loading_limit,يرجى تقديم الحد الشعبي لتحميل البند
err_recent_item_loading_limit_zero,الحد الأخير تحميل الحد لا يمكن أن يكون صفر
err_recent_item_loading_limit,يرجى تقديم الحد الأخير لتحميل البند
err_item_detail_view_count_for_ads_zero,البند عرض التفاصيل عرض الإعلانات لا يمكن أن يكون صفر
err_item_detail_view_count_for_ads,يرجى تقديم البند تفاصيل عرض العد للإعلانات
err_after_item_count_admob_once_zero,بعد عدد البند admob مرة واحدة لا يمكن أن يكون صفر
err_after_item_count_admob_once,يرجى تقديم بعد عدد البند admob مرة واحدة
err_profile_image_size_zero,حجم صورة الملف الشخصي لا يمكن أن يكون صفر
err_profile_image_size,يرجى تقديم حجم صورة الملف الشخصي
err_upload_image_size_zero,تحميل حجم الصورة لا يمكن أن يكون صفر
err_upload_image_size,يرجى تقديم تحميل حجم الصورة
err_blue_mark_size_zero,حجم BlueMark لا يمكن أن يكون صفر
err_blue_mark_size,يرجى تقديم حجم Bluemark
err_video_duration_zero,مدة الفيديو لا يمكن أن تكون صفر
err_video_duration,يرجى تقديم مدة الفيديو
err_mile_zero,ميل لا يمكن أن يكون صفر
err_mile,يرجى تقديم ميل
err_chat_image_size_zero,حجم صورة الدردشة لا يمكن أن يكون صفر
err_chat_image_size,يرجى تقديم حجم صورة الدردشة
ad_post_type,نوع نشر الإعلان
err_ad_post_type,يرجى تقديم نوع الإعلان المنشور.
select_ad_post_type,حدد نوع نشر الإعلان
err_promo_cell_blank_save,يرجى تقديم رقم الفترة الخلوية التي تمت ترقيتها.
err_promo_cell_zero_save,الفاصل الزمني للخلية التي تمت ترقيتها لا. لا يمكن أن تكون صفرا.
promo_cell_interval_no,رقم الفاصل الزمني للخلية المُروَّج
ad_post_section,إعداد نوع نشر الإعلان
paid_items,العناصر الدعائية
promo_cell_interval_desc,(ستظهر الإعلانات الدعائية أو إعلانات Google في كل x لا من القائمة.)
offline_pkg_bought_edit,تم شراء تحرير الحزمة غير المتصلة بالإنترنت
offline_pkg_bought_search,تم شراء حزمة البحث في وضع عدم الاتصال
delete_offline_pkg_label,هل تريد حذف حزمة الإعلانات غير المتصلة التي تم شراؤها؟
offline_pkg_delete_message_label,هل أنت متأكد من حذف الحزمة الإعلانية التي تم شراؤها في وضع عدم الاتصال؟
offline_pkg_bought_info,معلومات شراء الحزمة غير المتصلة
bought_user,اشترى المستخدم
currency_label,عملة
success_offline_pkg_delete,تم حذف حزمة الإعلانات التي تم شراؤها بلا اتصال بنجاح.
success_offline_pkg_edit,تم تحديث حزمة الإعلانات التي تم شراؤها بلا اتصال بنجاح.
success_offline_pkg_add,تمت إضافة حزمة الإعلانات التي تم شراؤها بلا اتصال بنجاح.
offline_paids,طلب عناصر مدعومة دون اتصال
offline_ad_package_bought_request,طلب شراء الحزمة الإعلانية دون اتصال
err_image_limit,يرجى تقديم حد الصورة.
err_image_limit_zero_save,لا يمكن أن يكون حد الصورة صفرًا.
err_block_slider_loading_limit,يرجى تقديم حد تحميل شريط التمرير.
err_item_detail_view_count_for_ads,يرجى تقديم عدد تفاصيل العنصر للإعلانات.
err_item_detail_view_count_for_ads_zero,لا يمكن أن يكون عدد تفاصيل العنصر للإعلانات صفرًا.
err_promote_fourth_choice_day,يرجى تقديم الترويج ليوم الاختيار الرابع.
err_promote_fourth_choice_day_zero,لا يمكن أن تكون الترقية في اليوم الرابع من الاختيار صفرًا.
err_promote_first_choice_day,يرجى تقديم الترويج ليوم الاختيار الأول.
err_promote_first_choice_day_zero,لا يمكن أن تكون الترقية في يوم الاختيار الأول صفرًا.
err_promote_second_choice_day,يرجى تقديم الترويج ليوم الاختيار الثاني.
err_promote_second_choice_day_zero,لا يمكن أن تكون قيمة يوم الاختيار الثاني للترقية صفرًا.
err_promote_third_choice_day,يرجى تقديم الترويج ليوم الاختيار الثالث.
err_promote_third_choice_day_zero,لا يمكن أن تكون الترقية في يوم الاختيار الثالث صفرًا.
success_image_reorder,تم إعادة ترتيب الصورة بنجاح.
unauthorize_reorder_img_edit,ليس لديك إذن لإعادة ترتيب هذه الصورة لأنك لست مالكًا.
no_transaction_yet,لا يمكنك تصدير ملف CSV بسبب عدم وجود معاملة.
err_key,الرجاء تعبئة المفتاح.
err_key_len,يجب أن يكون طول المفتاح أكبر من 4.
org_img_size,حجم الصورة الأصلي
processing_label,معالجة
err_photo,من فضلك قم بتحميل الصورة
posted_by_loading_limit,أرسلت بواسطة تحميل حد
amenities_loading_limit,وسائل الراحة تحميل حد
agent_loading_limit,حد تحميل الوكيل
err_posted_by_loading_limit_zero,لا يمكن أن يكون الحد المنشور عن طريق التحميل صفراً.
err_posted_by_loading_limit,يرجى تقديم نشر عن طريق حد التحميل.
err_agent_loading_limit_zero,لا يمكن أن يكون حد تحميل الوكيل صفرًا.
err_agent_loading_limit,يرجى تقديم حد تحميل الوكيل.
err_amenities_loading_limit_zero,لا يمكن أن يكون حد تحميل وسائل الراحة صفرًا.
err_amenities_loading_limit,يرجى تقديم حد تحميل وسائل الراحة.
package_app_purchase_product_id_label,حزمة في مشتريات التطبيق معرف المنتج
package_purchase_type_label,حزمة في نوع مشتريات التطبيق
is_force_login,"هل فرض تسجيل الدخول قيد التشغيل؟ (إذا كان هذا الإعداد ""تشغيل"" ، عند بدء التطبيق ، يجب على المستخدم تسجيل الدخول أولاً.)"
is_language_config,"هل تكوين اللغة قيد التشغيل؟ (إذا كان هذا الإعداد ""تشغيل"" ، عند بدء التطبيق ، يجب على المستخدم تحديد اللغة.)"
sold_out_items,العناصر المباعة
sold_out_items_module,العناصر المباعة
sold_out_item_view,عرض العناصر المباعة
price_pkg_desc,(يُستخدم حقل السعر فقط للمدفوعات الأخرى بخلاف الشراء داخل التطبيق (في التطبيق الذي تم شراؤه).)
currency_pkg_desc,(يُستخدم حقل العملة فقط للمدفوعات الأخرى بخلاف الشراء داخل التطبيق (في التطبيق الذي تم شراؤه).)
languages,اللغات
dashboard_label,لوحة القيادة
item_location_cities,مدن الموقع
item location cities,مدن الموقع
item_location_townships,موقع العنصر البلدات
item location townships,موقع العنصر البلدات
packages,الحزم
posted by,منشور من طرف
property by,الملكية بواسطة
items,العناصر
posted_by,منشور من طرف
property_by,الملكية بواسطة
item price types,سعر السلعة الأنواع
item_price_types,سعر السلعة الأنواع
paid items,تقرير الملكية المدعومة
blogs,المدونات
pendings,معلقة
rejects,يرفض
disables,يعطل
agents,تطبيق قوائم الوكيل
offline paids,طلب عناصر مدعومة دون اتصال
offline_paids,طلب عناصر مدعومة دون اتصال
most popular items,العناصر الأكثر شهرة
most_popular_items,العناصر الأكثر شهرة
view,رأي
ratings,التقييمات
contacts,جهات الاتصال
item_report,تقرير العنصر
item report,تقرير العنصر
transactions,المعاملات
date,تاريخ
users,المستخدمون
notis,لا غير
deeplink generators,مولدات Deeplink
api_keys,مفاتيح API
api keys,مفاتيح API
appsettings,إعدادات التطبيقات
versions,إصدارات
abouts,حول
item_upload_configs,تكوين تحميل العنصر
privacy policies,سياسات الخصوصية
privacy_policies,سياسات الخصوصية
data_deletion_policies,سياسات حذف البيانات
data deletion policies,سياسات حذف البيانات
topic_label,عنوان
backend_config,تكوين الواجهة الخلفية
backend config,تكوين الواجهة الخلفية
paid configs,إعداد الدفع
offline payments,إعداد المدفوعات دون اتصال
offline_payments,إعداد المدفوعات دون اتصال
in app purchase,شراء داخل التطبيق
in_app_purchase,شراء داخل التطبيق
module_groups,إعداد اسم القائمة
module groups,إعداد اسم القائمة
modules,إعداد اسم القائمة الفرعية
